id,source,beds,baths,total,per_person,per_bed,address,verdict
craigslist-7936794749,craigslist,0,4,800,800,800,Ithaca,no_addr
craigslist-7936731843,craigslist,3,0,0,0,0,Ithaca,no_addr
craigslist-7935812316,craigslist,1,1,800,800,800,Green Street near Plain street,no_addr
craigslist-7935621742,craigslist,0,1.5,620,620,620,Hillview near South Aurora,no_addr
craigslist-7935550227,craigslist,0,0,750,750,750,,no_addr
craigslist-7935478707,craigslist,1,1,500,500,500,700 Warren Road,OK
craigslist-7934845524,craigslist,1,0,880,880,880,Hanshaw near Triphammer,no_addr
craigslist-7934220225,craigslist,0,2,500,500,500,S Albany,no_addr
craigslist-7933243799,craigslist,1,1,900,900,900,121 Veteran's Pl,OK
craigslist-7931971969,craigslist,3,1,1800,600,600,317-2S South Cayuga St near E. Clinton S,total!=raw
craigslist-7931708725,craigslist,0,1.5,760,760,760,Giles Street near Columbia street,no_addr
craigslist-7931657323,craigslist,0,0,700,700,700,54 shudaben rd near Enfield ctr rd,OK
craigslist-7940879763,craigslist,1,1,650,650,650,505 Dryden Road,OK
craigslist-7940324485,craigslist,1,0,750,750,750,"Ithaca, Westhill",no_addr
craigslist-7938150458,craigslist,1,0,610,610,610,Summit Avenue near Oak Avenue,no_addr
craigslist-7940132315,craigslist,0,2,800,800,800,Center st near N. Titus,no_addr
craigslist-7935423996,craigslist,1,1,2565,2565,2565,,no_addr
craigslist-7939513641,craigslist,0,1.5,575,575,575,514 S Aurora St,OK
craigslist-7939219008,craigslist,1,1,700,700,700,"117 Oak Ave, Apt 1",OK
craigslist-7938593048,craigslist,1,1,700,700,700,419 East Buffalo Street near 419 East Bu,OK
craigslist-7938594712,craigslist,4,2,1500,375,375,419 East Buffalo Street near 419 East Bu,pp<500
craigslist-7936818116,craigslist,5,2,3500,700,700,Trumansburg,no_addr
craigslist-7936781549,craigslist,1,1,1150,1150,1150,Dryden,no_addr
craigslist-7936762127,craigslist,2,1.5,2078,1039,1039,100 Graham Rd,OK
craigslist-7936586806,craigslist,0,4,650,650,650,Dryden,no_addr
craigslist-7935855142,craigslist,2,2,2000,1000,1000,,no_addr
craigslist-7934517542,craigslist,1,1,0,0,0,delaware ave,total!=raw;no_addr
craigslist-7931460958,craigslist,0,0,1100,1100,1100,40 village circle near Apt Q,OK
craigslist-7931916522,craigslist,0,4.5,795,795,795,131 VETERANS PL near 131 VET B,OK
ithacaestates-1060-danby-road,ithacaestates,1,1,850,850,850,"1060 Danby Road, Ithaca, NY",OK
ithacaestates-918-danby-road,ithacaestates,1,1,2100,2100,2100,"918 Danby Road, Ithaca, NY",OK
ithacaestates-hayloft-art-studios,ithacaestates,1,1,500,500,500,"1059 Danby Road, Ithaca, NY 14850",OK
ithacaestates-interlaken-landing,ithacaestates,1,1,900,900,900,"123 E King Rd, Ithaca, NY 14850",OK
ithacaestates-ithaca-solar-townhouses,ithacaestates,1,1,2000,2000,2000,"53 Danby Road, Ithaca, NY 14850",OK
ithacaestates-springwood-townhomes,ithacaestates,1,1,500,500,500,"123 East King Road, Ithaca, NY 14850",OK
lambrou-6452a03c4e0f2e324108a9ae,lambrou,3,2.5,0,0,0,"107 Cook Street, Ithaca, NY",OK
lambrou-55bd4e02e4b067fc8a7d0b5c,lambrou,2,0,0,0,0,"114 Catherine Street, Ithaca, NY",OK
lambrou-55c03bb0e4b0f9e68b052fd6,lambrou,5,0,0,0,0,"116 Catherine Street, Ithaca, NY",OK
lambrou-6303e8c7100c4a40f45cf471,lambrou,5,0,0,0,0,"118 Catherine Street, Ithaca, NY",OK
lambrou-55bd4fffe4b0681497f8c3e1,lambrou,3,0,0,0,0,"301 Eddy Street, Ithaca, NY",OK
lambrou-55bd5678e4b09d8345d63869,lambrou,6,0,0,0,0,"303 Eddy Street, Ithaca, NY",OK
lambrou-55bd55c8e4b0f2f1fe313ec5,lambrou,3,0,0,0,0,"305 Eddy Street, Ithaca, NY",OK
lambrou-55bd56cde4b03c710defa41e,lambrou,1,0,0,0,0,"307 Eddy Street, Ithaca, NY",OK
lambrou-55bd573ee4b067fc8a7d27f4,lambrou,1,0,0,0,0,"309 Eddy Street, Ithaca, NY",OK
lambrou-69f0ef171377b00b63583cf2,lambrou,1,0,0,0,0,"238 Dryden Road, Ithaca, NY",OK
lambrou-6452b969119899678116fc62,lambrou,3,0,0,0,0,"303-309 Dryden Road, Ithaca, NY",OK
lambrou-55bd574ee4b09f3341f299c1,lambrou,2,0,0,0,0,"320 Dryden Road, Ithaca, NY",OK
lambrou-55bd5761e4b0bf5a19e7e2fe,lambrou,3,0,0,0,0,"407 Eddy Street, Ithaca, NY",OK
lambrou-55bd5776e4b07e0f7542aa4b,lambrou,4,0,0,0,0,"414 Eddy Street, Ithaca, NY",OK
lambrou-55c9651ee4b039eb8202a39b,lambrou,1,0,0,0,0,"125 1/2 Eddy Street, Ithaca, NY",OK
modernliving-483,modernliving,1,2,900,900,900,"200 Highland Ave , Ithaca, NY 14850",OK
modernliving-482,modernliving,6,2,6222,1037,1037,"609 E State St, Ithaca, NY 14850",OK
modernliving-242,modernliving,3,1,2550,850,850,"710 Stewart Ave Unit 8, Ithaca, NY",OK
modernliving-196,modernliving,3,2,2850,950,950,"518 Linn St -  apt 1, Ithaca, NY 14850",OK
modernliving-203,modernliving,3,2,3300,1100,1100,"404 University Ave Unit 2, Ithaca, NY",OK
modernliving-476,modernliving,0,2,1000,1000,1000,"200 Highland Ave - BTB Unit 2C '26-'27, ",OK
modernliving-222,modernliving,3,1,3000,1000,1000,"109 Williams St Unit 5, Ithaca, NY",OK
modernliving-301,modernliving,2,1,2450,1225,1225,"704 E. State St Unit C, Ithaca, NY",OK
modernliving-296,modernliving,0,1,1000,1000,1000,"704 E. State St Unit B, Ithaca, NY",OK
modernliving-321,modernliving,3,1,3300,1100,1100,"702 E. State St Unit B, Ithaca, NY",OK
modernliving-295,modernliving,3,1,3300,1100,1100,"702 E. State St Unit A, Ithaca, NY",OK
modernliving-207,modernliving,3,1,2575,858,858,"1005 - 1007 N Aurora St Unit 1, Ithaca, ",OK
modernliving-386,modernliving,2,2,4400,2200,2200,"The Summit Unit 006, Ithaca, NY",OK
modernliving-458,modernliving,1,1.5,950,950,950,414 E Marshall St - 414 East Marshall 1 ,OK
modernliving-272,modernliving,4,1.5,1900,475,475,414 E Marshall St - 414 East Marshall 1 ,pp<500
modernliving-266,modernliving,4,1.5,3400,850,850,"412 E Marshall St - Unit 1, Ithaca, NY 1",OK
modernliving-323,modernliving,3,1,3300,1100,1100,"103 N. Quarry St Unit A, Ithaca, NY",OK
modernliving-334,modernliving,2,1,3600,1800,1800,504 Stewart Ave Cascadilla Gorge Penthou,OK
modernliving-10,modernliving,3,1,2400,800,800,"605 S. Aurora St. Unit 2, Ithaca, NY",OK
modernliving-202,modernliving,3,2,3300,1100,1100,"404 University Ave Unit 1 , Ithaca, NY",OK
modernliving-286,modernliving,2,1,2650,1325,1325,"105 Highland Place Unit 5, Ithaca, NY",OK
modernliving-217,modernliving,3,1,3375,1125,1125,"105 Highland Place Unit 1, Ithaca, NY",OK
modernliving-343,modernliving,2,1,2650,1325,1325,"104 Harvard Pl Unit 5 , Ithaca, NY",OK
modernliving-256,modernliving,2,1,2600,1300,1300,"104 Harvard Pl Unit 1 , Ithaca, NY",OK
modernliving-305,modernliving,3,1,3300,1100,1100,"101 N. Quarry St Unit A, Ithaca, NY",OK
modernliving-229,modernliving,2,1,2500,1250,1250,"711 E. Seneca St Unit 3, Ithaca, NY",OK
modernliving-237,modernliving,2,1,2300,1150,1150,"710 Stewart Ave Unit 3, Ithaca, NY",OK
modernliving-21,modernliving,3,1,3900,1300,1300,"707 E. Seneca St Unit 2B, Ithaca, NY",OK
modernliving-48,modernliving,3,1,3900,1300,1300,"707 E. Seneca St Unit 1B, Ithaca, NY",OK
modernliving-175,modernliving,3,1,3075,1025,1025,"612 E State St Unit 2, Ithaca, NY",OK
modernliving-110,modernliving,5,2,4750,950,950,"611 E State St, Ithaca, NY",OK
modernliving-9,modernliving,3,1,2475,825,825,"605 S. Aurora St. Unit 1, Ithaca, NY",OK
modernliving-356,modernliving,3,1,3600,1200,1200,"601 E. State St Unit H, Ithaca, NY",OK
modernliving-206,modernliving,5,2,5625,1125,1125,"601 E. State St Unit B, Ithaca, NY",OK
modernliving-181,modernliving,9,3,11025,1225,1225,"528 Stewart Ave Unit 2, Ithaca, NY",OK
modernliving-172,modernliving,9,4,9675,1075,1075,"522 Stewart Ave Unit 2, Ithaca, NY",OK
modernliving-349,modernliving,0,1,1650,1650,1650,"504 Stewart Ave Unit B , Ithaca, NY",OK
modernliving-292,modernliving,2,1,2250,1125,1125,"504 Stewart Ave Unit 6 , Ithaca, NY",OK
modernliving-288,modernliving,2,1,2250,1125,1125,"504 Stewart Ave Unit 1A , Ithaca, NY",OK
modernliving-112,modernliving,8,3,10800,1350,1350,"306 Bryant Ave House, Ithaca, NY",OK
modernliving-95,modernliving,2,1,1950,975,975,"232 S Geneva St Unit 4, Ithaca, NY",OK
modernliving-168,modernliving,2,1,2650,1325,1325,"230 Bryant Ave Unit 2, Ithaca, NY",OK
modernliving-139,modernliving,3,2,2550,850,850,"217 Columbia St. - Unit A, Ithaca, NY 14",OK
modernliving-210,modernliving,4,2,3200,800,800,"213-215 Columbia St Unit 1, ithaca, NY",OK
modernliving-263,modernliving,2,1,2200,1100,1100,"202 Stewart Ave Unit 4 (GF), Ithaca, NY",OK
modernliving-252,modernliving,4,1,3800,950,950,"202 Stewart Ave Unit 2, Ithaca, NY",OK
modernliving-260,modernliving,5,2,5000,1000,1000,"200 Highland Ave Unit 1-A, Ithaca, NY",OK
modernliving-93,modernliving,6,2,5400,900,900,"313 Farm St., Ithaca, NY 14850",OK
modernliving-92,modernliving,5,2,5400,1080,1080,"311 Farm St, Ithaca, NY 14850",OK
modernliving-91,modernliving,4,2,3600,900,900,"144 Linn St., Ithaca, NY 14850",OK
modernliving-143,modernliving,4,1,3800,950,950,"113 Stewart Ave Unit 2, Ithaca, NY",OK
modernliving-162,modernliving,3,1,3075,1025,1025,"112 Stewart Ave Unit 1, Ithaca, NY",OK
modernliving-149,modernliving,3,1,3225,1075,1075,"110 Stewart Ave Unit 3, Ithaca, NY",OK
modernliving-223,modernliving,2,1,2650,1325,1325,"109 Williams St Unit 2, Ithaca, NY",OK
modernliving-211,modernliving,2,2,3200,1600,1600,"105 Highland Place Unit 2, Ithaca, NY",OK
modernliving-315,modernliving,2,1,2650,1325,1325,"104 Harvard Pl Unit 2 , Ithaca, NY",OK
modernliving-148,modernliving,2,1,2200,1100,1100,"110 Stewart Ave Unit 2, Ithaca, NY",OK
modernliving-193,modernliving,3,1,3765,1255,1255,"105 Highland Place Unit 4, Ithaca, NY",OK
modernliving-37,modernliving,2,1,1650,825,825,"1002 N. Aurora St. Unit 4, Ithaca, NY",OK
modernliving-249,modernliving,10,4,10750,1075,1075,"710 E State St - 710 House, ithaca, NY 1",OK
modernliving-7,modernliving,3,1,3900,1300,1300,"707 E. Seneca St Unit 2A, Ithaca, NY",OK
modernliving-177,modernliving,4,2,4300,1075,1075,"613 E State St Unit 2, Ithaca, NY",OK
modernliving-353,modernliving,3,1,3750,1250,1250,"601 E. State St Unit D, Ithaca, NY",OK
modernliving-352,modernliving,3,1,3750,1250,1250,"601 E. State St Unit C, Ithaca, NY",OK
modernliving-336,modernliving,3,1,3375,1125,1125,"504 Stewart Ave Unit 7 , Ithaca, NY",OK
modernliving-335,modernliving,2,1,2250,1125,1125,"504 Stewart Ave Unit 4, Ithaca, NY",OK
modernliving-347,modernliving,2,1,2250,1125,1125,"504 Stewart Ave Unit 1B , Ithaca, NY",OK
modernliving-213,modernliving,4,2,4600,1150,1150,"308 Stewart Ave Unit 2, Ithaca, NY",OK
modernliving-99,modernliving,2,1,1950,975,975,"232 S Geneva St Unit 3, Ithaca, NY",OK
modernliving-130,modernliving,3,2,2400,800,800,"217 Columbia St. - Unit B, Ithaca, NY 14",OK
modernliving-208,modernliving,4,2,3200,800,800,"213-215 Columbia St Unit 2, ithaca, NY",OK
modernliving-261,modernliving,2,2,5000,2500,2500,"200 Highland Ave Unit 2-C, Ithaca, NY",OK
modernliving-164,modernliving,3,1,3150,1050,1050,"112 Stewart Ave Unit 2, Ithaca, NY",OK
modernliving-204,modernliving,2,1,2600,1300,1300,"105 Highland Place Unit 3, Ithaca, NY",OK
modernliving-318,modernliving,2,1,2650,1325,1325,"104 Harvard Pl Unit 4, Ithaca, NY",OK
modernliving-176,modernliving,4,2,4300,1075,1075,"613 E State St Unit 1, Ithaca, NY",OK
modernliving-174,modernliving,3,1,3075,1025,1025,"612 E State St Unit 1, ithaca, NY",OK
modernliving-357,modernliving,3,1,1100,367,367,"601 E. State St Unit G, Ithaca, NY",pp<500
modernliving-180,modernliving,4,1,4500,1125,1125,"528 Stewart Ave Unit 1, Ithaca, NY",OK
modernliving-330,modernliving,0,1,1650,1650,1650,"504 Stewart Ave Unit C, Ithaca, NY",OK
modernliving-214,modernliving,4,2,4600,1150,1150,"308 Stewart Ave Unit 3, Ithaca, NY",OK
modernliving-98,modernliving,4,1,3500,875,875,"232 S Geneva St Unit 2, Ithaca, NY",OK
modernliving-259,modernliving,6,2,6000,1000,1000,"200 Highland Ave Unit 1-B, Ithaca, NY",OK
modernliving-258,modernliving,1,1,1850,1850,1850,"104 Harvard Pl Unit 7, Ithaca, NY",OK
modernliving-228,modernliving,5,2,6000,1200,1200,"711 E. Seneca St Unit 2, Ithaca, NY",OK
modernliving-108,modernliving,2,1,2250,1125,1125,"609 E State St , Ithaca, NY",OK
modernliving-173,modernliving,5,2,5875,1175,1175,"522 Stewart Ave Unit 3, Ithaca, NY",OK
modernliving-167,modernliving,4,2,5500,1375,1375,"230 Bryant Ave Unit 1, Ithaca, NY",OK
modernliving-264,modernliving,3,1,3075,1025,1025,"202 Stewart Ave Unit 1, Ithaca, NY",OK
modernliving-140,modernliving,2,1,2150,1075,1075,"113 Stewart Ave Unit 4, Ithaca, NY",OK
modernliving-216,modernliving,1,1,1500,1500,1500,"308 E Seneca St Unit 2B, Ithaca, NY",OK
modernliving-325,modernliving,2,1,2250,1125,1125,"504 Stewart Ave Unit 1C, Ithaca, NY",OK
modernliving-201,modernliving,3,1,2475,825,825,"213-215 Columbia St Unit 3, Ithaca, NY",OK
modernliving-299,modernliving,2,2,2600,1300,1300,"704 E. State St Unit AF, Ithaca, NY",OK
modernliving-53,modernliving,3,1,3600,1200,1200,"707 E. Seneca St Unit 3B, Ithaca, NY",OK
modernliving-220,modernliving,0,1,1500,1500,1500,"308 E Seneca St Unit 3A, Ithaca, NY",OK
modernliving-331,modernliving,0,1,1650,1650,1650,"504 Stewart Ave Unit D, Ithaca, NY",OK
modernliving-377,modernliving,1,1,3000,3000,3000,"201 Oak Avenue - G01, Ithaca, NY 14850",OK
modernliving-109,modernliving,6,2,5700,950,950,"609 E State St , Ithaca, NY",OK
modernliving-395,modernliving,1,1,3000,3000,3000,"325 College Ave - 206, Ithaca, NY 14850",OK
modernliving-394,modernliving,1,1,3000,3000,3000,"325 College Ave - 205, Ithaca, NY 14850",OK
modernliving-417,modernliving,3,3,5800,1933,1933,"325 College Ave - 204, Ithaca, NY 14850",OK
modernliving-401,modernliving,2,2,4380,2190,2190,"325 College Ave - 202, Ithaca, NY 14850",OK
modernliving-358,modernliving,14,6,14550,1039,1039,"613 E State St - Whole Complex, Ithaca, ",OK
modernliving-303,modernliving,3,1,3375,1125,1125,"101 N. Quarry Unit C, Ithaca, NY",OK
modernliving-310,modernliving,3,1,3300,1100,1100,"101 N. Quarry St Unit B, Ithaca, NY",OK
modernliving-241,modernliving,0,1,1700,1700,1700,"710 Stewart Ave Unit 7, Ithaca, NY",OK
modernliving-225,modernliving,0,1,1625,1625,1625,"109 Williams St Unit 1, Ithaca, NY",OK
modernliving-291,modernliving,2,1,2250,1125,1125,"504 Stewart Ave Unit 1, Ithaca, NY",OK
modernliving-379,modernliving,0,1,2800,2800,2800,"The Summit Unit 104, Ithaca, NY",OK
modernliving-391,modernliving,1,1,3000,3000,3000,"The Summit Unit 005, Ithaca, NY",OK
modernliving-262,modernliving,3,1,3375,1125,1125,"200 Highland Ave Unit 2-E, Ithaca, NY",OK
modernliving-142,modernliving,5,2,5125,1025,1025,"113 Stewart Ave Unit 1, Ithaca, NY",OK
modernliving-403,modernliving,0,1,2800,2800,2800,"The Summit Unit 110, Ithaca, NY",OK
modernliving-384,modernliving,4,4,7200,1800,1800,"The Summit Unit 109, Ithaca, NY",OK
modernliving-383,modernliving,3,2,5700,1900,1900,"The Summit Unit 108, Ithaca, NY",OK
modernliving-382,modernliving,2,2,4400,2200,2200,"The Summit Unit 107, Ithaca, NY",OK
modernliving-381,modernliving,1,1,3000,3000,3000,"The Summit Unit 106, Ithaca, NY",OK
modernliving-380,modernliving,1,1,3000,3000,3000,"The Summit Unit 105, Ithaca, NY",OK
modernliving-389,modernliving,2,2,4400,2200,2200,"201 Oak Avenue - 103, Ithaca, NY 14850",OK
modernliving-388,modernliving,2,2,4400,2200,2200,"The Summit Unit 102, Ithaca, NY",OK
modernliving-387,modernliving,3,3,6000,2000,2000,"The Summit Unit 101, Ithaca, NY",OK
modernliving-390,modernliving,1,1,3000,3000,3000,"The Summit Unit 004, Ithaca, NY",OK
modernliving-385,modernliving,0,1,3000,3000,3000,"The Summit Unit 003, Ithaca, NY",OK
modernliving-378,modernliving,2,2,4400,2200,2200,"The Summit Unit 002, Ithaca, NY",OK
modernliving-268,modernliving,3,1,2250,750,750,"412 E Marshall St - Unit 3, Ithaca, NY 1",OK
modernliving-270,modernliving,0,5,850,850,850,"200 Highland Ave - Entire Property, Itha",OK
modernliving-39,modernliving,3,2,2950,983,983,"1002 N. Aurora St. Unit 2, Ithaca, NY",OK
modernliving-290,modernliving,2,1,2200,1100,1100,"504 Stewart Ave Unit 2, Ithaca, NY",OK
modernliving-355,modernliving,3,1,3600,1200,1200,"601 E. State St Unit F, Ithaca, NY",OK
modernliving-354,modernliving,3,1,3600,1200,1200,"601 E. State St Unit E, Ithaca, NY",OK
modernliving-221,modernliving,1,1,1450,1450,1450,"308 E Seneca St Unit 3B, Ithaca, NY",OK
modernliving-219,modernliving,0,1,1500,1500,1500,"308 E Seneca St Unit 2A, Ithaca, NY",OK
modernliving-82,modernliving,4,2,3200,800,800,"605 S. Aurora St. House, Ithaca, NY",OK
modernliving-8,modernliving,3,1,3600,1200,1200,"707 E. Seneca St Unit 3A, Ithaca, NY",OK
modernliving-75,modernliving,3,1,3900,1300,1300,"707 E. Seneca St Unit 1A, Ithaca, NY",OK
modernliving-137,modernliving,2,1,2000,1000,1000,"110 Stewart Ave Unit 4, Ithaca, NY",OK
modernliving-307,modernliving,2,1,2500,1250,1250,"103 N. Quarry St Unit C, Ithaca, NY",OK
modernliving-338,modernliving,3,1,3300,1100,1100,"103 N. Quarry St Unit B, Ithaca, NY",OK
modernliving-227,modernliving,4,2,4600,1150,1150,"711 E. Seneca St Unit 1, Ithaca, NY",OK
modernliving-205,modernliving,4,2,4600,1150,1150,"601 E. State St Unit A, Ithaca, NY",OK
modernliving-171,modernliving,5,2,6100,1220,1220,"522 Stewart Ave Unit 1, Ithaca, NY",OK
modernliving-195,modernliving,2,2,2000,1000,1000,"518 Linn St Unit 3, Ithaca, NY",OK
modernliving-234,modernliving,3,2,3450,1150,1150,"404 University Ave Unit 4, Ithaca, NY",OK
modernliving-96,modernliving,0,1,1150,1150,1150,"232 S Geneva St Unit 5, Ithaca, NY",OK
modernliving-165,modernliving,2,1,2000,1000,1000,"112 Stewart Ave Unit 3 , Ithaca, NY",OK
modernliving-320,modernliving,2,1,2650,1325,1325,"104 Harvard Pl Unit 6, Ithaca, NY",OK
modernliving-257,modernliving,0,1,1800,1800,1800,"104 Harvard Pl Unit 3  , Ithaca, NY",OK
modernliving-233,modernliving,3,2,3450,1150,1150,"404 University Ave Unit 3 , Ithaca, NY",OK
modernliving-239,modernliving,2,1,2400,1200,1200,"710 Stewart Ave Unit 5, Ithaca, NY",OK
modernliving-232,modernliving,1,1,1700,1700,1700,"404 University Ave Unit 5, Ithaca, NY",OK
modernliving-40,modernliving,3,1,2700,900,900,"1002 N. Aurora St. Unit 3, Ithaca, NY",OK
modernliving-147,modernliving,0,1,1650,1650,1650,"110 Stewart Ave Unit 1, Ithaca, NY",OK
modernliving-238,modernliving,2,1,2350,1175,1175,"710 Stewart Ave Unit 4, Ithaca, NY",OK
modernliving-236,modernliving,2,1,2200,1100,1100,"710 Stewart Ave Unit 2, Ithaca, NY",OK
modernliving-332,modernliving,0,1,1650,1650,1650,"504 Stewart Ave Unit A , Ithaca, NY",OK
modernliving-138,modernliving,2,1,2150,1075,1075,"113 Stewart Ave Unit 3, Ithaca, NY",OK
modernliving-209,modernliving,3,1,2625,875,875,"1005 - 1007 N Aurora St Unit 2, Ithaca, ",OK
modernliving-215,modernliving,4,2,4500,1125,1125,"308 Stewart Ave Unit 4, Ithaca, NY",OK
modernliving-285,modernliving,5,2,5000,1000,1000,"200 Highland Ave Unit 2-D, Ithaca, NY",OK
modernliving-57,modernliving,3,2,2950,983,983,"1002 N. Aurora St. Unit 1 , Ithaca, NY",OK
modernliving-287,modernliving,2,1,2650,1325,1325,"105 Highland Place Unit 6, Ithaca, NY",OK
modernliving-226,modernliving,3,1,3600,1200,1200,"109 Williams St Unit 3, Ithaca, NY",OK
modernliving-169,modernliving,1,1,1875,1875,1875,"230 Bryant Ave Unit 3, Ithaca, NY",OK
modernliving-76,modernliving,3,2,2700,900,900,"217 Columbia St. - Unit C, Ithaca, NY 14",OK
modernliving-52,modernliving,3,2,2700,900,900,"217 Columbia St. - Unit D, Ithaca, NY 14",OK
modernliving-212,modernliving,4,2,4600,1150,1150,"308 Stewart Ave Unit 1, Ithaca, NY",OK
modernliving-179,modernliving,4,2,4600,1150,1150,"528 Stewart Ave Unit 3, Ithaca, NY",OK
modernliving-218,modernliving,2,1,1800,900,900,"1005 - 1007 N Aurora St Unit 3, Ithaca, ",OK
modernliving-230,modernliving,3,1,2925,975,975,"711 E. Seneca St Unit 4, Ithaca, NY",OK
modernliving-240,modernliving,2,1,2400,1200,1200,"710 Stewart Ave Unit 6, Ithaca, NY",OK
modernliving-235,modernliving,4,1.5,4300,1075,1075,"710 Stewart Ave Unit 1, Ithaca, NY",OK
modernliving-329,modernliving,4,2,4500,1125,1125,"504 Stewart Ave Unit 8, Ithaca, NY",OK
modernliving-319,modernliving,2,1,2250,1125,1125,"504 Stewart Ave Unit 5, Ithaca, NY",OK
modernliving-113,modernliving,2,1,2850,1425,1425,"306 Bryant Ave Unit 1, Ithaca, NY",OK
modernliving-97,modernliving,1,1,1550,1550,1550,"232 S Geneva St Unit 1, Ithaca, NY",OK
modernliving-170,modernliving,0,1,1750,1750,1750,"230 Bryant Ave Unit 4, Ithaca, NY",OK
modernliving-253,modernliving,4,1,3800,950,950,"202 Stewart Ave Unit 3, Ithaca, NY",OK
modernliving-194,modernliving,3,1,2550,850,850,"518 Linn St Unit 2, Ithaca, NY",OK
modernliving-224,modernliving,3,1,3600,1200,1200,"109 Williams St Unit 4, Ithaca, NY",OK
modernliving-231,modernliving,3,1,3375,1125,1125,"105 Highland Place Unit 7, Ithaca, NY",OK
modernliving-309,modernliving,2,1,2500,1250,1250,"702 E. State St Unit C, Ithaca, NY",OK
modernliving-104,modernliving,3,1,3100,1033,1033,"815 S Aurora St - 3 Bedroom, Ithaca, NY ",OK
modernliving-105,modernliving,4,1,3700,925,925,"815 S Aurora St - 4 Bedroom, Ithaca, NY ",OK
modernliving-102,modernliving,2,1,2200,1100,1100,"815 S Aurora St - 2 Bedroom, Ithaca, NY ",OK
modernliving-103,modernliving,1,1,1800,1800,1800,"815 S Aurora St - 1 Bedroom, Ithaca, NY ",OK
ppmhomes-280,ppmhomes,3,1.5,2700,900,900,"211 Linden Avenue - 19, Ithaca, NY 14850",OK
ppmhomes-291,ppmhomes,3,1.5,2700,900,900,"211 Linden Avenue - 14, Ithaca, NY 14850",OK
ppmhomes-419,ppmhomes,3,1,1950,650,650,"403 S Cayuga Street - 2, Ithaca, NY 1485",OK
ppmhomes-304,ppmhomes,6,2,3900,650,650,"119-121 Prospect St - 119-121, 119+ PRO,",OK
ppmhomes-417,ppmhomes,1,1.5,1000,1000,1000,"401 College Avenue - 2a, Ithaca, NY 1485",OK
ppmhomes-210,ppmhomes,2,1,1100,550,550,"501 N Tioga St #3B, Ithaca, NY 14850",OK
ppmhomes-124,ppmhomes,0,1,650,650,650,"119 Prospect St, Ithaca, NY 14850",OK
ppmhomes-11,ppmhomes,2,1,1450,725,725,"220-222 West Spencer Street - 222 #5, It",OK
ppmhomes-8,ppmhomes,0,1,1075,1075,1075,"220-222 West Spencer Street - 222 #2, It",OK
ppmhomes-50,ppmhomes,3,1,2100,700,700,"320 Hillview Place #7, Ithaca, NY 14850",OK
ppmhomes-51,ppmhomes,3,1,1890,630,630,"320 Hillview Place #3, Ithaca, NY 14850",OK
ppmhomes-133,ppmhomes,2,1,1950,975,975,"510 E Seneca St #6, Ithaca, NY 14850",OK
ppmhomes-38,ppmhomes,2,1,1425,712,712,"123 Prospect St #1R, Ithaca, NY 14850",OK
ppmhomes-32,ppmhomes,2,1,1850,925,925,"510 E Seneca St #2, Ithaca, NY 14850",OK
ppmhomes-4,ppmhomes,0,1,950,950,950,"220-222 West Spencer Street - 220 #3, It",OK
ppmhomes-20,ppmhomes,2,1,2200,1100,1100,"112 W Buffalo St, Ithaca, NY 14850",OK
